county,date,vaccines_started,vaccines_completed,vaccines_first_additional_dose
Licking,2021-08-14,110,71,4
Licking,2021-08-15,87,57,7
Licking,2021-08-16,141,110,34
Licking,2021-08-17,146,129,35
Licking,2021-08-18,154,121,36
Licking,2021-08-19,118,105,47
Licking,2021-08-20,167,157,32
Licking,2021-08-21,120,101,13
Licking,2021-08-22,85,63,8
Licking,2021-08-23,129,142,22
Licking,2021-08-24,149,132,37
Licking,2021-08-25,194,126,37
Licking,2021-08-26,148,133,30
Licking,2021-08-27,177,225,26
Licking,2021-08-28,104,102,13
Licking,2021-08-29,79,82,7
Licking,2021-08-30,176,137,25
Licking,2021-08-31,161,150,34
Licking,2021-09-01,130,127,31
Licking,2021-09-02,145,122,22
Licking,2021-09-03,168,150,28
Licking,2021-09-04,104,110,11
Licking,2021-09-05,54,83,1
Licking,2021-09-06,22,43,8
Licking,2021-09-07,140,142,20
Licking,2021-09-08,136,141,26
Licking,2021-09-09,107,91,11
Licking,2021-09-10,229,185,18
Licking,2021-09-11,110,110,7
Licking,2021-09-12,79,92,7
Licking,2021-09-13,162,132,18
Licking,2021-09-14,124,124,19
Licking,2021-09-15,137,150,22
Licking,2021-09-16,128,119,21
Licking,2021-09-17,141,190,20
Licking,2021-09-18,80,113,11
Licking,2021-09-19,52,76,11
Licking,2021-09-20,118,238,15
Licking,2021-09-21,126,111,19
Licking,2021-09-22,136,118,14
Licking,2021-09-23,83,112,13
Licking,2021-09-24,123,169,77
Licking,2021-09-25,78,88,114
Licking,2021-09-26,45,67,87
Licking,2021-09-27,82,73,304
Licking,2021-09-28,102,131,294
Licking,2021-09-29,106,139,228
Licking,2021-09-30,74,119,298
Licking,2021-10-01,95,158,326
Licking,2021-10-02,50,86,76
Licking,2021-10-03,42,66,51
Licking,2021-10-04,98,140,472
Licking,2021-10-05,94,110,284
Licking,2021-10-06,87,114,197
Licking,2021-10-07,94,117,303
Licking,2021-10-08,103,155,432
Licking,2021-10-09,36,87,96
Licking,2021-10-10,28,44,59
Licking,2021-10-11,84,107,276
Licking,2021-10-12,112,126,326
Licking,2021-10-13,122,113,221
Licking,2021-10-14,89,75,832
Licking,2021-10-15,116,148,277
Licking,2021-10-16,41,74,68
Licking,2021-10-17,19,33,43
Licking,2021-10-18,79,86,212
Licking,2021-10-19,61,83,288
Licking,2021-10-20,58,80,222
Licking,2021-10-21,42,62,257
Licking,2021-10-22,75,83,509
Licking,2021-10-23,49,69,226
Licking,2021-10-24,33,36,210
Licking,2021-10-25,86,73,436
Licking,2021-10-26,62,77,467
Licking,2021-10-27,59,73,652
Licking,2021-10-28,62,65,679
Licking,2021-10-29,101,93,666
Licking,2021-10-30,45,36,246
Licking,2021-10-31,23,30,174
Licking,2021-11-01,70,80,557
Licking,2021-11-02,74,87,558
Licking,2021-11-03,78,105,588
Licking,2021-11-04,66,103,621
Licking,2021-11-05,97,100,682
Licking,2021-11-06,203,45,232
Licking,2021-11-07,52,27,108
Licking,2021-11-08,177,75,484
Licking,2021-11-09,147,78,499
Licking,2021-11-10,165,61,500
Licking,2021-11-11,90,59,431
Licking,2021-11-12,217,94,683
Licking,2021-11-13,254,45,184
Licking,2021-11-14,59,23,118
Licking,2021-11-15,122,66,459
Licking,2021-11-16,128,69,476
Licking,2021-11-17,166,18,412
Licking,2021-11-18,204,43,512
Licking,2021-11-19,140,93,606
Licking,2021-11-20,192,30,266
Licking,2021-11-21,36,24,205
Licking,2021-11-22,134,54,677
Licking,2021-11-23,192,48,642
Licking,2021-11-24,114,53,368
Licking,2021-11-25,0,0,1
Licking,2021-11-26,100,64,346
Licking,2021-11-27,58,137,237
Licking,2021-11-28,48,44,174
Licking,2021-11-29,127,133,489
Licking,2021-11-30,101,113,610
Licking,2021-12-01,121,119,625
Licking,2021-12-02,102,115,828
Licking,2021-12-03,101,153,929
Licking,2021-12-04,45,258,317
Licking,2021-12-05,39,49,221
Licking,2021-12-06,75,117,543
Licking,2021-12-07,86,96,556
Licking,2021-12-08,52,172,416
Licking,2021-12-09,91,141,615
Licking,2021-12-10,98,105,698
Licking,2021-12-11,90,158,263
Licking,2021-12-12,27,27,183
Licking,2021-12-13,72,139,445
Licking,2021-12-14,91,151,523
Licking,2021-12-15,115,96,363
Licking,2021-12-16,68,56,522
Licking,2021-12-17,133,115,737
Licking,2021-12-18,40,60,303
Licking,2021-12-19,32,34,205
Licking,2021-12-20,101,108,623
Licking,2021-12-21,108,92,677
Licking,2021-12-22,104,61,522
Licking,2021-12-23,110,65,584
Licking,2021-12-24,31,17,124
Licking,2021-12-25,0,0,4
Licking,2021-12-26,27,38,165
Licking,2021-12-27,117,63,458
Licking,2021-12-28,158,87,604
Licking,2021-12-29,157,67,496
Licking,2021-12-30,162,104,627
Licking,2021-12-31,85,55,246
Licking,2022-01-01,13,3,15
Licking,2022-01-02,42,35,180
Licking,2022-01-03,105,90,412
Licking,2022-01-04,129,71,416
Licking,2022-01-05,100,85,360
Licking,2022-01-06,96,71,396
Licking,2022-01-07,149,102,554
Licking,2022-01-08,84,93,221
Licking,2022-01-09,54,24,141
Licking,2022-01-10,99,66,380
Licking,2022-01-11,93,65,330
Licking,2022-01-12,82,63,292
Licking,2022-01-13,77,71,374
Licking,2022-01-14,139,59,458
Licking,2022-01-15,62,31,173
Licking,2022-01-16,30,23,117
Licking,2022-01-17,35,57,137
Licking,2022-01-18,44,63,135
Licking,2022-01-19,52,72,185
Licking,2022-01-20,52,72,164
Licking,2022-01-21,76,74,225
Licking,2022-01-22,19,36,92
Licking,2022-01-23,17,25,36
Licking,2022-01-24,38,76,111
Licking,2022-01-25,42,89,131
Licking,2022-01-26,23,58,118
Licking,2022-01-27,37,57,132
Licking,2022-01-28,51,98,175
Licking,2022-01-29,43,53,63
Licking,2022-01-30,11,33,33
Licking,2022-01-31,16,41,53
Logan,2020-12-14,0,0,0
Logan,2020-12-15,0,0,0
Logan,2020-12-16,0,0,0
Logan,2020-12-17,3,0,0
Logan,2020-12-18,2,0,0
Logan,2020-12-19,0,0,0
Logan,2020-12-20,0,0,0
Logan,2020-12-21,2,0,0
Logan,2020-12-22,7,0,0
Logan,2020-12-23,35,0,0
Logan,2020-12-24,4,0,0
Logan,2020-12-25,0,0,0
Logan,2020-12-26,3,0,0
Logan,2020-12-27,12,0,0
Logan,2020-12-28,119,0,0
Logan,2020-12-29,100,0,0
Logan,2020-12-30,50,0,0
Logan,2020-12-31,76,1,0
Logan,2021-01-01,1,0,0
Logan,2021-01-02,7,0,0
Logan,2021-01-03,1,0,0
Logan,2021-01-04,27,2,0
Logan,2021-01-05,97,0,0
Logan,2021-01-06,141,0,0
Logan,2021-01-07,53,3,0
Logan,2021-01-08,46,3,0
Logan,2021-01-09,32,0,0
Logan,2021-01-10,0,0,0
Logan,2021-01-11,23,4,0
Logan,2021-01-12,85,5,0
Logan,2021-01-13,31,2,0
Logan,2021-01-14,100,2,0
Logan,2021-01-15,39,2,0
Logan,2021-01-16,9,2,0
Logan,2021-01-17,49,60,0
Logan,2021-01-18,36,5,0
Logan,2021-01-19,188,37,0
Logan,2021-01-20,57,29,0
Logan,2021-01-21,185,46,0
Logan,2021-01-22,88,5,0
Logan,2021-01-23,48,13,0
Logan,2021-01-24,15,1,0
Logan,2021-01-25,46,28,0
Logan,2021-01-26,166,50,0
Logan,2021-01-27,86,135,0
Logan,2021-01-28,123,78,0
Logan,2021-01-29,159,13,0
Logan,2021-01-30,63,30,0
Logan,2021-01-31,15,1,0
Logan,2021-02-01,85,30,0
Logan,2021-02-02,113,55,0
Logan,2021-02-03,91,26,0
Logan,2021-02-04,139,18,0
Logan,2021-02-05,109,50,0
Logan,2021-02-06,32,9,0
Logan,2021-02-07,24,60,0
Logan,2021-02-08,218,23,0
Logan,2021-02-09,198,73,0
Logan,2021-02-10,76,50,0
Logan,2021-02-11,152,85,0
Logan,2021-02-12,89,38,0
Logan,2021-02-13,59,41,0
Logan,2021-02-14,7,2,0
Logan,2021-02-15,80,28,0
Logan,2021-02-16,48,22,0
Logan,2021-02-17,101,93,0
Logan,2021-02-18,31,254,0
Logan,2021-02-19,24,152,0
Logan,2021-02-20,23,44,0
Logan,2021-02-21,2,9,0
Logan,2021-02-22,25,265,0
Logan,2021-02-23,235,104,0
Logan,2021-02-24,96,53,0
Logan,2021-02-25,226,170,0
Logan,2021-02-26,245,124,0
Logan,2021-02-27,74,52,0
Logan,2021-02-28,27,31,0
Logan,2021-03-01,109,207,0
Logan,2021-03-02,251,165,0
Logan,2021-03-03,111,113,0
Logan,2021-03-04,375,179,0
Logan,2021-03-05,238,145,0
Logan,2021-03-06,109,79,0
Logan,2021-03-07,16,22,0
Logan,2021-03-08,339,366,0
Logan,2021-03-09,537,116,0
Logan,2021-03-10,123,99,0
Logan,2021-03-11,471,409,0
Logan,2021-03-12,114,92,0
Logan,2021-03-13,66,53,0
Logan,2021-03-14,13,2,0
Logan,2021-03-15,142,203,0
Logan,2021-03-16,414,150,0
Logan,2021-03-17,138,113,0
Logan,2021-03-18,332,166,0
Logan,2021-03-19,164,178,0
Logan,2021-03-20,424,48,0
Logan,2021-03-21,18,8,0
Logan,2021-03-22,301,67,0
Logan,2021-03-23,241,99,0
Logan,2021-03-24,203,180,0
Logan,2021-03-25,207,188,0
Logan,2021-03-26,113,206,0
Logan,2021-03-27,46,54,0
Logan,2021-03-28,7,5,0
Logan,2021-03-29,195,92,0
Logan,2021-03-30,224,215,0
Logan,2021-03-31,169,107,0
Logan,2021-04-01,158,408,0
Logan,2021-04-02,91,132,0
Logan,2021-04-03,60,66,0
Logan,2021-04-04,9,11,0
Logan,2021-04-05,211,86,0
Logan,2021-04-06,121,770,0
Logan,2021-04-07,114,174,0
Logan,2021-04-08,334,363,0
Logan,2021-04-09,170,167,0
Logan,2021-04-10,78,189,0
Logan,2021-04-11,16,18,0
Logan,2021-04-12,70,276,0
Logan,2021-04-13,121,216,0
Logan,2021-04-14,49,88,0
Logan,2021-04-15,52,267,0
Logan,2021-04-16,47,122,0
Logan,2021-04-17,87,298,0
Logan,2021-04-18,6,16,0
Logan,2021-04-19,32,290,0
Logan,2021-04-20,38,209,0
Logan,2021-04-21,56,169,0
Logan,2021-04-22,82,159,0
Logan,2021-04-23,31,117,0
Logan,2021-04-24,51,29,0
Logan,2021-04-25,7,5,0
Logan,2021-04-26,27,110,0
Logan,2021-04-27,72,157,0
Logan,2021-04-28,52,72,0
Logan,2021-04-29,128,218,0
Logan,2021-04-30,89,103,0
Logan,2021-05-01,62,70,0
Logan,2021-05-02,11,10,0
Logan,2021-05-03,29,51,0
Logan,2021-05-04,60,221,0
Logan,2021-05-05,100,77,0
Logan,2021-05-06,33,92,0
Logan,2021-05-07,44,79,0
Logan,2021-05-08,31,59,0
Logan,2021-05-09,6,12,0
Logan,2021-05-10,31,34,0
Logan,2021-05-11,63,83,0
Logan,2021-05-12,68,104,0
Logan,2021-05-13,54,37,0
Logan,2021-05-14,80,71,0
Logan,2021-05-15,72,72,0
Logan,2021-05-16,41,11,0
Logan,2021-05-17,68,46,0
Logan,2021-05-18,121,91,0
Logan,2021-05-19,114,61,0
Logan,2021-05-20,60,154,0
Logan,2021-05-21,49,85,0
Logan,2021-05-22,45,52,0
Logan,2021-05-23,10,12,0
Logan,2021-05-24,74,51,0
Logan,2021-05-25,70,75,0
Logan,2021-05-26,49,116,0
Logan,2021-05-27,39,23,0
Logan,2021-05-28,35,38,0
Logan,2021-05-29,16,31,0
Logan,2021-05-30,11,10,0
Logan,2021-05-31,6,5,0
Logan,2021-06-01,35,45,0
Logan,2021-06-02,40,44,0
Logan,2021-06-03,23,41,0
Logan,2021-06-04,34,60,0
Logan,2021-06-05,16,39,0
Logan,2021-06-06,6,18,0
Logan,2021-06-07,40,47,0
Logan,2021-06-08,34,87,0
Logan,2021-06-09,43,92,0
Logan,2021-06-10,22,46,0
Logan,2021-06-11,28,50,0
Logan,2021-06-12,15,31,0
Logan,2021-06-13,1,21,0
Logan,2021-06-14,24,47,0
Logan,2021-06-15,28,51,0
Logan,2021-06-16,28,70,0
Logan,2021-06-17,16,49,0
Logan,2021-06-18,17,30,0
Logan,2021-06-19,19,21,0
Logan,2021-06-20,4,5,0
Logan,2021-06-21,19,40,0
Logan,2021-06-22,19,25,0
Logan,2021-06-23,25,38,0
Logan,2021-06-24,12,14,0
Logan,2021-06-25,13,24,0
Logan,2021-06-26,7,18,0
Logan,2021-06-27,4,11,0
Logan,2021-06-28,16,31,0
Logan,2021-06-29,14,29,0
Logan,2021-06-30,16,32,0
Logan,2021-07-01,15,17,0
Logan,2021-07-02,17,21,0
Logan,2021-07-03,9,8,0
Logan,2021-07-04,0,2,0
Logan,2021-07-05,16,19,0
Logan,2021-07-06,22,38,0
Logan,2021-07-07,11,27,0
Logan,2021-07-08,10,10,0
Logan,2021-07-09,6,21,0
Logan,2021-07-10,11,16,0
Logan,2021-07-11,3,2,0
Logan,2021-07-12,15,22,0
Logan,2021-07-13,17,35,0
Logan,2021-07-14,15,23,0
Logan,2021-07-15,19,14,0
Logan,2021-07-16,16,11,0
Logan,2021-07-17,10,9,0
Logan,2021-07-18,5,6,0
Logan,2021-07-19,16,14,0
Logan,2021-07-20,30,14,0
Logan,2021-07-21,20,15,0
Logan,2021-07-22,21,8,0
Logan,2021-07-23,31,18,0
Logan,2021-07-24,15,8,0
Logan,2021-07-25,12,1,0
Logan,2021-07-26,24,11,0
Logan,2021-07-27,30,21,0
Logan,2021-07-28,25,13,0
Logan,2021-07-29,31,12,0
Logan,2021-07-30,35,12,0
Logan,2021-07-31,21,11,0
Logan,2021-08-01,12,5,0
Logan,2021-08-02,22,19,0
Logan,2021-08-03,45,30,0
Logan,2021-08-04,47,15,0
Logan,2021-08-05,26,14,0
Logan,2021-08-06,34,14,0
Logan,2021-08-07,15,13,0
Logan,2021-08-08,16,8,0
Logan,2021-08-09,29,18,0
Logan,2021-08-10,51,34,0
Logan,2021-08-11,32,21,0
Logan,2021-08-12,22,20,0
Logan,2021-08-13,26,15,0
Logan,2021-08-14,18,16,0
Logan,2021-08-15,13,14,2
Logan,2021-08-16,24,24,5
Logan,2021-08-17,44,24,4
Logan,2021-08-18,20,11,4
Logan,2021-08-19,24,17,7
Logan,2021-08-20,25,26,3
Logan,2021-08-21,15,23,2
Logan,2021-08-22,9,8,0
Logan,2021-08-23,26,21,3
Logan,2021-08-24,44,30,35
Logan,2021-08-25,33,39,4
Logan,2021-08-26,27,21,3
Logan,2021-08-27,46,38,5
Logan,2021-08-28,25,20,1
Logan,2021-08-29,15,10,2
Logan,2021-08-30,42,23,7
Logan,2021-08-31,51,46,28
Logan,2021-09-01,43,39,1
Logan,2021-09-02,30,18,3
Logan,2021-09-03,49,30,3
Logan,2021-09-04,21,9,1
Logan,2021-09-05,8,11,0
Logan,2021-09-06,12,5,1
Logan,2021-09-07,37,43,16
Logan,2021-09-08,35,21,3
Logan,2021-09-09,29,19,5
Logan,2021-09-10,68,30,8
Logan,2021-09-11,28,11,5
Logan,2021-09-12,14,16,0
Logan,2021-09-13,23,26,1
Logan,2021-09-14,48,36,16
Logan,2021-09-15,29,22,3
Logan,2021-09-16,41,30,2
Logan,2021-09-17,42,44,5
Logan,2021-09-18,15,23,1
Logan,2021-09-19,8,14,1
Logan,2021-09-20,19,26,1
Logan,2021-09-21,46,48,22
Logan,2021-09-22,23,39,2
Logan,2021-09-23,18,22,2
Logan,2021-09-24,41,47,6
Logan,2021-09-25,15,21,17
Logan,2021-09-26,10,5,9
Logan,2021-09-27,17,28,12
Logan,2021-09-28,36,40,83
Logan,2021-09-29,22,27,19
Logan,2021-09-30,17,33,32
Logan,2021-10-01,27,46,47
Logan,2021-10-02,14,26,11
Logan,2021-10-03,5,14,7
Logan,2021-10-04,24,21,28
Logan,2021-10-05,41,39,82
Logan,2021-10-06,19,31,31
Logan,2021-10-07,24,38,127
Logan,2021-10-08,36,48,46
Logan,2021-10-09,12,19,7
Logan,2021-10-10,5,14,8
Logan,2021-10-11,7,14,12
Logan,2021-10-12,23,43,93
Logan,2021-10-13,22,19,42
Logan,2021-10-14,16,28,48
Logan,2021-10-15,23,27,39
Logan,2021-10-16,8,7,8
Logan,2021-10-17,7,9,5
Logan,2021-10-18,10,15,23
Logan,2021-10-19,27,32,77
Logan,2021-10-20,14,27,28
Logan,2021-10-21,26,12,43
Logan,2021-10-22,30,30,89
Logan,2021-10-23,12,11,52
Logan,2021-10-24,3,7,30
Logan,2021-10-25,23,15,119
Logan,2021-10-26,38,26,212
Logan,2021-10-27,17,19,111
Logan,2021-10-28,26,12,127
Logan,2021-10-29,25,25,111
Logan,2021-10-30,9,18,45
Logan,2021-10-31,9,8,28
Logan,2021-11-01,14,20,134
Logan,2021-11-02,47,20,243
Logan,2021-11-03,15,21,58
Logan,2021-11-04,10,6,84
Logan,2021-11-05,34,26,117
Logan,2021-11-06,12,16,31
Logan,2021-11-07,12,5,13
Logan,2021-11-08,47,15,102
Logan,2021-11-09,42,25,123
Logan,2021-11-10,25,9,75
Logan,2021-11-11,21,17,76
Logan,2021-11-12,42,24,147
Logan,2021-11-13,15,17,42
Logan,2021-11-14,7,10,19
Logan,2021-11-15,40,11,128
Logan,2021-11-16,24,31,125
Logan,2021-11-17,25,12,92
Logan,2021-11-18,16,16,83
Logan,2021-11-19,38,28,141
Logan,2021-11-20,17,9,46
Logan,2021-11-21,8,5,32
Logan,2021-11-22,55,13,215
Logan,2021-11-23,60,21,163
Logan,2021-11-24,25,20,81
Logan,2021-11-25,0,0,0
Logan,2021-11-26,13,20,45
Logan,2021-11-27,20,11,35
Logan,2021-11-28,3,9,24
Logan,2021-11-29,50,46,128
Logan,2021-11-30,36,44,204
Logan,2021-12-01,23,16,108
Logan,2021-12-02,19,14,110
Logan,2021-12-03,34,33,188
Logan,2021-12-04,15,11,66
Logan,2021-12-05,7,5,31
Logan,2021-12-06,28,33,75
Logan,2021-12-07,10,13,184
Logan,2021-12-08,14,16,82
Logan,2021-12-09,11,16,80
Logan,2021-12-10,19,24,133
Logan,2021-12-11,11,10,48
Logan,2021-12-12,1,2,24
Logan,2021-12-13,26,21,87
Logan,2021-12-14,25,34,187
Logan,2021-12-15,21,18,92
Logan,2021-12-16,15,15,77
Logan,2021-12-17,19,13,147
Logan,2021-12-18,8,7,62
Logan,2021-12-19,5,6,36
Logan,2021-12-20,16,28,105
Logan,2021-12-21,33,23,192
Logan,2021-12-22,25,15,79
Logan,2021-12-23,16,17,51
Logan,2021-12-24,9,2,20
Logan,2021-12-25,0,0,1
Logan,2021-12-26,11,13,14
Logan,2021-12-27,27,27,75
Logan,2021-12-28,18,22,72
Logan,2021-12-29,25,19,82
Logan,2021-12-30,23,13,46
Logan,2021-12-31,13,10,40
Logan,2022-01-01,4,5,1
Logan,2022-01-02,5,5,14
Logan,2022-01-03,24,26,59
Logan,2022-01-04,35,21,118
Logan,2022-01-05,23,15,51
Logan,2022-01-06,20,11,77
Logan,2022-01-07,37,22,112
Logan,2022-01-08,21,15,34
Logan,2022-01-09,15,3,25
Logan,2022-01-10,22,27,26
Logan,2022-01-11,24,22,73
Logan,2022-01-12,20,11,58
Logan,2022-01-13,18,17,63
Logan,2022-01-14,25,15,95
Logan,2022-01-15,6,8,28
Logan,2022-01-16,2,6,4
Logan,2022-01-17,4,10,27
Logan,2022-01-18,11,19,23
Logan,2022-01-19,9,13,28
Logan,2022-01-20,16,12,28
Logan,2022-01-21,7,15,40
Logan,2022-01-22,7,11,11
Logan,2022-01-23,2,4,5
Logan,2022-01-24,9,13,12
Logan,2022-01-25,10,26,23
Logan,2022-01-26,8,13,20
Logan,2022-01-27,9,17,13
Logan,2022-01-28,5,14,32
Logan,2022-01-29,7,10,15
Logan,2022-01-30,2,6,2
Logan,2022-01-31,7,3,2
Lorain,2020-12-14,2,0,0
Lorain,2020-12-15,2,0,0
Lorain,2020-12-16,33,0,0
Lorain,2020-12-17,48,0,0
Lorain,2020-12-18,112,0,0
Lorain,2020-12-19,2,0,0
Lorain,2020-12-20,4,0,0
Lorain,2020-12-21,231,0,0
Lorain,2020-12-22,95,0,0
Lorain,2020-12-23,588,0,0
Lorain,2020-12-24,396,0,0
Lorain,2020-12-25,12,0,0
Lorain,2020-12-26,361,0,0
Lorain,2020-12-27,47,0,0
Lorain,2020-12-28,737,0,0
Lorain,2020-12-29,826,0,0
Lorain,2020-12-30,1773,0,0
Lorain,2020-12-31,798,4,0
Lorain,2021-01-01,121,13,0
Lorain,2021-01-02,100,2,0
Lorain,2021-01-03,54,1,0
Lorain,2021-01-04,876,10,0
Lorain,2021-01-05,719,42,0
Lorain,2021-01-06,991,35,0
Lorain,2021-01-07,589,30,0
Lorain,2021-01-08,546,48,0
Lorain,2021-01-09,113,18,0
Lorain,2021-01-10,19,4,0
Lorain,2021-01-11,532,192,0
Lorain,2021-01-12,289,81,0
Lorain,2021-01-13,551,108,0
Lorain,2021-01-14,746,166,0
Lorain,2021-01-15,751,103,0
Lorain,2021-01-16,734,267,0
Lorain,2021-01-17,24,24,0
Lorain,2021-01-18,316,226,0
Lorain,2021-01-19,362,262,0
Lorain,2021-01-20,569,1100,0
Lorain,2021-01-21,1036,495,0
Lorain,2021-01-22,859,170,0
Lorain,2021-01-23,2340,61,0
Lorain,2021-01-24,247,14,0
Lorain,2021-01-25,587,857,0
Lorain,2021-01-26,1089,678,0
Lorain,2021-01-27,732,1015,0
Lorain,2021-01-28,1245,494,0
Lorain,2021-01-29,991,371,0
Lorain,2021-01-30,1275,36,0
Lorain,2021-01-31,207,29,0
Lorain,2021-02-01,703,871,0
Lorain,2021-02-02,1786,554,0
Lorain,2021-02-03,785,1036,0
Lorain,2021-02-04,1072,615,0
Lorain,2021-02-05,624,715,0
Lorain,2021-02-06,403,205,0
Lorain,2021-02-07,136,42,0
Lorain,2021-02-08,411,258,0
Lorain,2021-02-09,1551,311,0
Lorain,2021-02-10,727,431,0
Lorain,2021-02-11,1511,911,0
Lorain,2021-02-12,780,1071,0
Lorain,2021-02-13,459,2295,0
Lorain,2021-02-14,211,123,0
Lorain,2021-02-15,250,490,0
Lorain,2021-02-16,513,334,0
Lorain,2021-02-17,900,1190,0
Lorain,2021-02-18,345,1195,0
Lorain,2021-02-19,870,938,0
Lorain,2021-02-20,304,1200,0
Lorain,2021-02-21,164,229,0
Lorain,2021-02-22,228,659,0
Lorain,2021-02-23,162,1849,0
Lorain,2021-02-24,1000,818,0
Lorain,2021-02-25,677,725,0
Lorain,2021-02-26,5163,733,0
Lorain,2021-02-27,916,333,0
Lorain,2021-02-28,475,171,0
Lorain,2021-03-01,1040,392,0
Lorain,2021-03-02,788,1342,0
Lorain,2021-03-03,1565,607,0
Lorain,2021-03-04,1449,1851,0
Lorain,2021-03-05,1291,746,0
Lorain,2021-03-06,2854,591,0
Lorain,2021-03-07,921,418,0
Lorain,2021-03-08,808,690,0
Lorain,2021-03-09,2073,787,0
Lorain,2021-03-10,1205,1450,0
Lorain,2021-03-11,2003,752,0
Lorain,2021-03-12,1791,1152,0
Lorain,2021-03-13,1875,1497,0
Lorain,2021-03-14,336,226,0
Lorain,2021-03-15,1218,243,0
Lorain,2021-03-16,2304,407,0
Lorain,2021-03-17,1692,1035,0
Lorain,2021-03-18,2460,471,0
Lorain,2021-03-19,2723,571,0
Lorain,2021-03-20,2293,507,0
Lorain,2021-03-21,760,212,0
Lorain,2021-03-22,1505,495,0
Lorain,2021-03-23,1846,439,0
Lorain,2021-03-24,2145,2049,0
Lorain,2021-03-25,1713,1150,0
Lorain,2021-03-26,1704,5276,0
Lorain,2021-03-27,2827,899,0
Lorain,2021-03-28,714,850,0
Lorain,2021-03-29,1274,514,0
Lorain,2021-03-30,2464,933,0
Lorain,2021-03-31,3102,1200,0
Lorain,2021-04-01,1786,1279,0
Lorain,2021-04-02,1618,1187,0
Lorain,2021-04-03,1363,2404,0
Lorain,2021-04-04,508,157,0
Lorain,2021-04-05,1043,798,0
Lorain,2021-04-06,1310,2361,0
Lorain,2021-04-07,2909,1261,0
Lorain,2021-04-08,1878,2268,0
Lorain,2021-04-09,2251,2241,0
Lorain,2021-04-10,1290,2323,0
Lorain,2021-04-11,430,821,0
Lorain,2021-04-12,1067,2021,0
Lorain,2021-04-13,1173,2535,0
Lorain,2021-04-14,1336,1925,0
Lorain,2021-04-15,977,2193,0
Lorain,2021-04-16,1144,1732,0
Lorain,2021-04-17,1610,3304,0
Lorain,2021-04-18,339,778,0
Lorain,2021-04-19,601,1296,0
Lorain,2021-04-20,834,1821,0
Lorain,2021-04-21,2141,1770,0
Lorain,2021-04-22,1036,1532,0
Lorain,2021-04-23,1085,1405,0
Lorain,2021-04-24,1375,2937,0
Lorain,2021-04-25,612,563,0
Lorain,2021-04-26,676,1100,0
Lorain,2021-04-27,921,1717,0
Lorain,2021-04-28,1027,2584,0
Lorain,2021-04-29,886,1366,0
Lorain,2021-04-30,1090,1068,0
Lorain,2021-05-01,456,642,0
Lorain,2021-05-02,204,282,0
Lorain,2021-05-03,458,839,0
Lorain,2021-05-04,554,1318,0
Lorain,2021-05-05,565,2608,0
Lorain,2021-05-06,562,1442,0
Lorain,2021-05-07,480,1891,0
Lorain,2021-05-08,834,1566,0
Lorain,2021-05-09,134,246,0
Lorain,2021-05-10,284,656,0
Lorain,2021-05-11,490,963,0
Lorain,2021-05-12,426,1202,0
Lorain,2021-05-13,658,915,0
Lorain,2021-05-14,838,1084,0
Lorain,2021-05-15,939,1353,0
Lorain,2021-05-16,706,715,0
Lorain,2021-05-17,781,644,0
Lorain,2021-05-18,908,733,0
Lorain,2021-05-19,988,1629,0
Lorain,2021-05-20,681,774,0
Lorain,2021-05-21,807,885,0
Lorain,2021-05-22,940,1411,0
Lorain,2021-05-23,289,253,0
Lorain,2021-05-24,436,547,0
Lorain,2021-05-25,628,633,0
Lorain,2021-05-26,450,889,0
Lorain,2021-05-27,456,579,0
Lorain,2021-05-28,440,770,0
Lorain,2021-05-29,330,357,0
Lorain,2021-05-30,198,233,0
Lorain,2021-05-31,62,189,0
Lorain,2021-06-01,312,636,0
Lorain,2021-06-02,418,525,0
Lorain,2021-06-03,321,738,0
Lorain,2021-06-04,344,858,0
Lorain,2021-06-05,286,1047,0
Lorain,2021-06-06,138,405,0
Lorain,2021-06-07,231,632,0
Lorain,2021-06-08,366,975,0
Lorain,2021-06-09,231,741,0
Lorain,2021-06-10,246,726,0
Lorain,2021-06-11,267,879,0
Lorain,2021-06-12,270,818,0
Lorain,2021-06-13,63,257,0
Lorain,2021-06-14,183,563,0
Lorain,2021-06-15,295,918,0
Lorain,2021-06-16,189,491,0
Lorain,2021-06-17,172,435,0
Lorain,2021-06-18,222,585,0
Lorain,2021-06-19,157,528,0
Lorain,2021-06-20,58,199,0
Lorain,2021-06-21,156,265,0
Lorain,2021-06-22,161,372,0
Lorain,2021-06-23,151,364,0
Lorain,2021-06-24,164,315,0
Lorain,2021-06-25,142,312,0
Lorain,2021-06-26,134,257,0
Lorain,2021-06-27,52,133,0
Lorain,2021-06-28,106,217,0
Lorain,2021-06-29,167,343,0
Lorain,2021-06-30,159,235,0
Lorain,2021-07-01,170,261,0
Lorain,2021-07-02,193,294,0
Lorain,2021-07-03,81,159,0
Lorain,2021-07-04,14,26,0
Lorain,2021-07-05,80,141,0
Lorain,2021-07-06,140,333,0
Lorain,2021-07-07,101,225,0
Lorain,2021-07-08,131,167,0
Lorain,2021-07-09,147,265,0
Lorain,2021-07-10,116,138,0
Lorain,2021-07-11,69,97,0
Lorain,2021-07-12,129,146,0
Lorain,2021-07-13,170,233,0
Lorain,2021-07-14,128,150,0
Lorain,2021-07-15,154,155,0
Lorain,2021-07-16,215,181,0
Lorain,2021-07-17,137,111,0
Lorain,2021-07-18,76,75,0
