X,Y,FID,NAME,CLASS,ST,STFIPS,PLACEFIPS,CAPITAL,POP_CLASS,POPULATION
-80.16600046,25.95355432,1752,Ojus,Census Designated Place,FL,12,1251125, ,6,19451
-82.66978767,28.04178629,1753,Oldsmar,city,FL,12,1251350, ,6,14335
-80.33902097,25.72413379,1754,Olympia Heights,Census Designated Place,FL,12,1251475, ,6,13850
-80.25511973,25.89973871,1755,Opa-locka,city,FL,12,1251650, ,6,16683
-81.28875906,28.93382372,1756,Orange City,city,FL,12,1251825, ,6,11688
-81.37228761,28.537236,1757,Orlando,city,FL,12,1253000, ,8,283852
-81.05778456,29.28544451,1758,Ormond Beach,city,FL,12,1253150, ,6,39913
-81.18689753,28.65761098,1759,Oviedo,city,FL,12,1253575, ,6,37835
-87.1667202,30.61875589,1760,Pace,Census Designated Place,FL,12,1253725, ,6,22324
-81.64416757,29.64879495,1761,Palatka,city,FL,12,1253875, ,6,10085
-80.66674607,27.98380487,1762,Palm Bay,city,FL,12,1254000, ,8,109771
-80.1048414,26.83327696,1763,Palm Beach Gardens,city,FL,12,1254075, ,7,54722
-80.28755778,27.1702763,1764,Palm City,Census Designated Place,FL,12,1254175, ,6,25144
-81.22927965,29.5499017,1765,Palm Coast,city,FL,12,1254200, ,7,83777
-82.57380201,27.52526625,1766,Palmetto,city,FL,12,1254250, ,6,14234
-80.33754725,25.60955966,1767,Palmetto Bay,village,FL,12,1254275, ,6,24358
-80.36164399,25.62105983,1768,Palmetto Estates,Census Designated Place,FL,12,1254300, ,6,14076
-82.74790146,28.08303188,1769,Palm Harbor,Census Designated Place,FL,12,1254350, ,7,60197
-82.37937945,27.92385495,1770,Palm River-Clair Mel,Census Designated Place,FL,12,1254387, ,6,23848
-80.09588032,26.63754803,1771,Palm Springs,village,FL,12,1254450, ,6,22302
-81.39441522,30.20093139,1772,Palm Valley,Census Designated Place,FL,12,1254525, ,6,21432
-85.66862573,30.17987405,1773,Panama City,city,FL,12,1254700, ,6,38055
-85.83132854,30.19492847,1774,Panama City Beach,city,FL,12,1254725, ,6,13655
-80.22611525,26.31773237,1775,Parkland,city,FL,12,1255125, ,6,30116
-80.28071561,26.01145487,1776,Pembroke Pines,city,FL,12,1255775, ,8,164258
-87.20405,30.4329349,1777,Pensacola,city,FL,12,1255925, ,7,55015
-81.37397559,28.46514802,1778,Pine Castle,Census Designated Place,FL,12,1256500, ,6,11869
-80.30422707,25.66502082,1779,Pinecrest,village,FL,12,1256625, ,6,18830
-81.44651636,28.55449225,1780,Pine Hills,Census Designated Place,FL,12,1256825, ,7,65896
-82.71058,27.84936421,1781,Pinellas Park,city,FL,12,1256975, ,7,52255
-80.21741902,25.86979814,1782,Pinewood,Census Designated Place,FL,12,1257250, ,6,17561
-80.26171592,26.1259765,1783,Plantation,city,FL,12,1257425, ,7,90342
-82.12021296,28.01445753,1784,Plant City,city,FL,12,1257550, ,6,39087
-81.48204519,28.12167618,1785,Poinciana,Census Designated Place,FL,12,1257900, ,7,62026
-80.13318901,26.24300191,1786,Pompano Beach,city,FL,12,1258050, ,8,107753
-82.09998332,26.98281059,1787,Port Charlotte,Census Designated Place,FL,12,1258350, ,7,57621
-81.01650137,29.11798921,1788,Port Orange,city,FL,12,1258575, ,7,59900
-80.7874289,28.47705262,1789,Port St. John,Census Designated Place,FL,12,1258700, ,6,12382
-80.43221625,27.25598647,1790,Port St. Lucie,city,FL,12,1258715, ,8,180604
-80.39716198,25.5396724,1791,Princeton,Census Designated Place,FL,12,1258975, ,6,29613
-82.047729,26.91701647,1792,Punta Gorda,city,FL,12,1259200, ,6,18692
-80.42971911,25.61050469,1793,Richmond West,Census Designated Place,FL,12,1260230, ,6,35607
-82.3265732,27.87124559,1794,Riverview,Census Designated Place,FL,12,1260950, ,7,89017
-80.07111352,26.7785407,1795,Riviera Beach,city,FL,12,1260975, ,6,34524
-80.73456422,28.31898645,1796,Rockledge,city,FL,12,1261500, ,6,26235
-80.22456254,26.70462935,1797,Royal Palm Beach,village,FL,12,1262100, ,6,38716
-82.42007104,27.70647506,1798,Ruskin,Census Designated Place,FL,12,1262275, ,6,24266
-82.693716,27.98235816,1799,Safety Harbor,city,FL,12,1262425, ,6,17569
-81.32074107,29.91660009,1800,St. Augustine,city,FL,12,1262500, ,6,14290
-81.2720465,28.21438641,1801,St. Cloud,city,FL,12,1262625, ,6,45780
-82.6752235,27.75709457,1802,St. Petersburg,city,FL,12,1263000, ,8,258449
-81.81929103,26.47650478,1803,San Carlos Park,Census Designated Place,FL,12,1263425, ,6,18179
-81.27723554,28.78912586,1804,Sanford,city,FL,12,1263650, ,7,58289
-82.5266313,27.34158443,1805,Sarasota,city,FL,12,1264175, ,7,55611
-82.47885194,27.30925144,1806,Sarasota Springs,Census Designated Place,FL,12,1264325, ,6,15230
-80.59782281,28.17689809,1807,Satellite Beach,city,FL,12,1264400, ,6,10773
-80.47332682,27.81720905,1808,Sebastian,city,FL,12,1264825, ,6,23992
-81.45560174,27.49282029,1809,Sebring,city,FL,12,1264875, ,6,10800
-82.807682,27.86568604,1810,Seminole,city,FL,12,1264975, ,6,18335
-82.54679828,28.40432891,1811,Shady Hills,Census Designated Place,FL,12,1265385, ,6,12316
-82.58202967,27.46106538,1812,South Bradenton,Census Designated Place,FL,12,1267258, ,6,24158
-81.3901571,28.37911437,1813,Southchase,Census Designated Place,FL,12,1267270, ,6,16732
-81.01033828,29.16497487,1814,South Daytona,city,FL,12,1267325, ,6,13436
-80.29532132,25.70604457,1815,South Miami,city,FL,12,1267550, ,6,12757
-80.38620485,25.58857106,1816,South Miami Heights,Census Designated Place,FL,12,1267575, ,6,36904
-82.4141375,27.03707809,1817,South Venice,Census Designated Place,FL,12,1268100, ,6,14566
-82.62707635,28.45783866,1818,Spring Hill,Census Designated Place,FL,12,1268350, ,8,104631
-80.249924,27.18823926,1819,Stuart,city,FL,12,1268875, ,6,16673
-82.35694074,27.71497273,1820,Sun City Center,Census Designated Place,FL,12,1269250, ,6,24900
-80.1230295,25.93978361,1821,Sunny Isles Beach,city,FL,12,1269555, ,6,25056
-80.2965505,26.17177891,1822,Sunrise,city,FL,12,1269700, ,7,91037
-80.35302623,25.70607184,1823,Sunset,Census Designated Place,FL,12,1269812, ,6,16693
-80.378508,25.77926191,1824,Sweetwater,city,FL,12,1270345, ,6,21080
-84.2775689,30.43429614,1825,Tallahassee,city,FL,12,1270600,State,8,190760
-80.264451,26.21173117,1826,Tamarac,city,FL,12,1270675, ,7,65389
-80.40148464,25.75560073,1827,Tamiami,Census Designated Place,FL,12,1270700, ,7,57831
-82.45571245,27.94950616,1828,Tampa,city,FL,12,1271000, ,8,370224
-82.73903175,28.13039816,1829,Tarpon Springs,city,FL,12,1271150, ,6,25609
-81.72955901,28.80594929,1830,Tavares,city,FL,12,1271225, ,6,16117
-82.37818128,28.04394673,1831,Temple Terrace,city,FL,12,1271400, ,6,26075
-80.28119975,26.77094871,1832,The Acreage,Census Designated Place,FL,12,1271564, ,6,41358
-80.40180748,25.67079911,1833,The Crossings,Census Designated Place,FL,12,1271567, ,6,23708
-80.44828328,25.66996774,1834,The Hammocks,Census Designated Place,FL,12,1271569, ,7,58426
-81.98854,28.90463612,1835,The Villages,Census Designated Place,FL,12,1271625, ,7,78301
-82.29101614,28.04645455,1836,Thonotosassa,Census Designated Place,FL,12,1271725, ,6,13964
-80.40007291,25.64149006,1837,Three Lakes,Census Designated Place,FL,12,1271741, ,6,15598
-80.8091469,28.60711671,1838,Titusville,city,FL,12,1271900, ,6,45911
-82.57547303,28.0094304,1839,Town 'n' Country,Census Designated Place,FL,12,1272145, ,7,84617
-82.65839607,28.18085781,1840,Trinity,Census Designated Place,FL,12,1272442, ,6,11930
-82.43329217,28.07706752,1841,University,Census Designated Place,FL,12,1273163, ,6,44854
-81.19905072,28.59001827,1842,University,Census Designated Place,FL,12,1273172, ,6,34253
-80.36829096,25.74686945,1843,University Park,Census Designated Place,FL,12,1273287, ,6,27592
-85.7716545,30.1754672,1844,Upper Grand Lagoon,Census Designated Place,FL,12,1273312, ,6,16073
-82.23686525,27.92716805,1845,Valrico,Census Designated Place,FL,12,1273700, ,6,38711
-82.4487048,27.09921397,1846,Venice,city,FL,12,1273900, ,6,23255
-80.40869701,27.64676061,1847,Vero Beach,city,FL,12,1274150, ,6,15635
-80.41556588,27.6163481,1848,Vero Beach South,Census Designated Place,FL,12,1274200, ,6,24056
-80.71493514,28.26091577,1849,Viera East,Census Designated Place,FL,12,1274368, ,6,11346
-81.86780378,26.55046718,1850,Villas,Census Designated Place,FL,12,1274512, ,6,12978
-87.29577543,30.38400449,1851,Warrington,Census Designated Place,FL,12,1275200, ,6,15735
-81.42494986,28.69844182,1852,Wekiwa Springs,Census Designated Place,FL,12,1275725, ,6,22954
-80.27074934,26.64640357,1853,Wellington,village,FL,12,1275812, ,7,62236
-82.32668518,28.24014416,1854,Wesley Chapel,Census Designated Place,FL,12,1275875, ,7,52721
-82.61100712,28.05967785,1855,Westchase,Census Designated Place,FL,12,1276062, ,6,24351
-80.3358459,25.7474028,1856,Westchester,Census Designated Place,FL,12,1276075, ,6,30906
-82.73820156,27.81985526,1857,West Lealman,Census Designated Place,FL,12,1276481, ,6,16280
-80.23676945,25.857054,1858,West Little River,Census Designated Place,FL,12,1276487, ,6,36137
-80.66791524,28.07098942,1859,West Melbourne,city,FL,12,1276500, ,6,21375
-80.37000398,26.08640997,1860,Weston,city,FL,12,1276582, ,7,68708
-80.05450924,26.71551089,1861,West Palm Beach,city,FL,12,1276600, ,8,108505
-80.194068,25.991626,1862,West Park,city,FL,12,1276658, ,6,14908
-87.26797169,30.42651061,1863,West Pensacola,Census Designated Place,FL,12,1276675, ,6,22505
-80.37165238,25.72374842,1864,Westwood Lakes,Census Designated Place,FL,12,1277075, ,6,12132
-80.13938336,26.15926983,1865,Wilton Manors,city,FL,12,1278000, ,6,12279
-81.5857092,28.56600087,1866,Winter Garden,city,FL,12,1278250, ,6,42756
-81.72691385,28.0207113,1867,Winter Haven,city,FL,12,1278275, ,6,38444
-81.34362936,28.59859945,1868,Winter Park,city,FL,12,1278300, ,6,31171
-81.27082583,28.68914336,1869,Winter Springs,city,FL,12,1278325, ,6,36490
-81.48983283,29.96531899,1870,World Golf Village,Census Designated Place,FL,12,1278740, ,6,18135
-86.64201552,30.44457182,1871,Wright,Census Designated Place,FL,12,1278800, ,6,24872
-81.60458838,30.63604721,1872,Yulee,Census Designated Place,FL,12,1279175, ,6,13037
-82.17978199,28.24001981,1873,Zephyrhills,city,FL,12,1279225, ,6,14661
-84.66898266,34.05630024,1874,Acworth,city,GA,13,1300408, ,6,22906
-84.17625593,31.57756315,1875,Albany,city,GA,13,1301052, ,7,74883
-84.2737275,34.06993087,1876,Alpharetta,city,GA,13,1301696, ,7,63972
-84.22477553,32.07362319,1877,Americus,city,GA,13,1302116, ,6,16412
-83.36893379,33.95082292,1878,Athens,"city (consolidated, balance)",GA,13,1303440, ,8,127134
-84.39491916,33.74863859,1879,Atlanta,city,GA,13,1304000,State,8,464043
-81.97956466,33.47534091,1880,Augusta,"city (consolidated, balance)",GA,13,1304204, ,8,199534
-84.57215784,30.90454626,1881,Bainbridge,city,GA,13,1304896, ,6,12429
-84.26006099,33.74892592,1882,Belvedere Park,Census Designated Place,GA,13,1306884, ,6,16362
-81.48777,31.15592936,1883,Brunswick,city,GA,13,1311560, ,6,15689
-83.99163123,34.11898682,1884,Buford,city,GA,13,1311784, ,6,13891
-84.94732403,34.50204539,1885,Calhoun,city,GA,13,1312456, ,6,16313
-84.27245239,33.72672336,1886,Candler-McAfee,Census Designated Place,GA,13,1312834, ,6,23792
-84.49041011,34.24693124,1887,Canton,city,GA,13,1312988, ,6,27407
-85.0837909,33.58200718,1888,Carrollton,city,GA,13,1313492, ,6,25762
-84.80053902,34.16343018,1889,Cartersville,city,GA,13,1313688, ,6,20625
-84.30243151,33.89608516,1890,Chamblee,city,GA,13,1315172, ,6,17277
-84.45972085,33.63844664,1891,College Park,city,GA,13,1317776, ,6,14971
-84.97707007,32.46550371,1892,Columbus,city,GA,13,1319000, ,8,198440
-84.02688488,33.66084742,1893,Conyers,city,GA,13,1319336, ,6,16101
-83.77425556,31.96102189,1894,Cordele,city,GA,13,1319616, ,6,10669
-83.8488455,33.59841634,1895,Covington,city,GA,13,1320064, ,6,14923
-84.77269686,32.30573509,1896,Cusseta,unknown,GA,13,1321017, ,6,11365
-84.84167318,33.9155592,1897,Dallas,city,GA,13,1321324, ,6,12313
-84.97627787,34.77050338,1898,Dalton,city,GA,13,1321380, ,6,34964
-84.29670623,33.7711923,1899,Decatur,city,GA,13,1322052, ,6,21413
-82.85432063,31.50732842,1900,Douglas,city,GA,13,1323872, ,6,11975
-84.74847931,33.74771243,1901,Douglasville,city,GA,13,1323900, ,6,33107
-84.32604503,33.78757678,1902,Druid Hills,Census Designated Place,GA,13,1324264, ,6,15861
-82.92804623,32.53597893,1903,Dublin,city,GA,13,1324376, ,6,16100
-84.14936951,34.00532918,1904,Duluth,city,GA,13,1324600, ,6,30015
-84.31234582,33.94183868,1905,Dunwoody,city,GA,13,1324768, ,7,50271
-84.44370717,33.67998221,1906,East Point,city,GA,13,1325720, ,6,36115
-82.13507181,33.56193803,1907,Evans,Census Designated Place,GA,13,1328044, ,6,34864
-84.59139504,33.54970401,1908,Fairburn,city,GA,13,1328380, ,6,14645
-84.46343008,33.44765385,1909,Fayetteville,city,GA,13,1328968, ,6,16705
-84.35923752,33.62106398,1910,Forest Park,city,GA,13,1330536, ,6,19349
-83.82395393,34.29611575,1911,Gainesville,city,GA,13,1331908, ,6,38045
-81.20467975,31.98997458,1912,Georgetown,Census Designated Place,GA,13,1332482, ,6,13084
-84.2745024,33.24179196,1913,Griffin,city,GA,13,1335324, ,6,23871
-82.20652565,33.44949547,1914,Grovetown,city,GA,13,1335716, ,6,14642
-81.58175454,31.84682525,1915,Hinesville,city,GA,13,1338964, ,6,34324
-81.8897748,31.59910212,1916,Jesup,city,GA,13,1342268, ,5,9531
-84.202753,34.03328808,1917,Johns Creek,city,GA,13,1342425, ,7,84905
-84.61784618,34.02540249,1918,Kennesaw,city,GA,13,1343192, ,6,32343
-81.68776748,30.7987464,1919,Kingsland,city,GA,13,1343640, ,6,16803
-85.03657791,33.02900255,1920,LaGrange,city,GA,13,1344340, ,6,32149
-83.99308663,33.95242061,1921,Lawrenceville,city,GA,13,1345488, ,6,31650
-84.1379239,33.8887065,1922,Lilburn,city,GA,13,1346356, ,6,12849
-84.644889,33.78137982,1923,Lithia Springs,Census Designated Place,GA,13,1346832, ,6,17036
-83.89561525,33.83496099,1924,Loganville,city,GA,13,1347196, ,6,11863
-84.5655687,33.81316345,1925,Mableton,Census Designated Place,GA,13,1348288, ,6,40808
-84.156613,33.43374989,1926,McDonough,city,GA,13,1348624, ,6,25924
-84.53731045,33.95271772,1927,Marietta,city,GA,13,1349756, ,7,61881
-82.09844749,33.52092172,1928,Martinez,Census Designated Place,GA,13,1350036, ,6,39594
-83.2513875,33.08415918,1929,Milledgeville,city,GA,13,1351492, ,6,18954
-84.31356594,34.13517207,1930,Milton,city,GA,13,1351670, ,6,38771
-83.714705,33.79452681,1931,Monroe,city,GA,13,1352192, ,6,13961
-83.78660587,31.17960699,1932,Moultrie,city,GA,13,1353060, ,6,14972
-84.13089347,33.84554125,1933,Mountain Park,Census Designated Place,GA,13,1353186, ,6,12423
-84.79748238,33.37396092,1934,Newnan,city,GA,13,1355020, ,6,38520
-84.2888893,33.80731883,1935,North Decatur,Census Designated Place,GA,13,1356112, ,6,17083
-84.32606863,33.81898285,1936,North Druid Hills,Census Designated Place,GA,13,1356168, ,6,20755
-84.57110674,33.39425393,1937,Peachtree City,city,GA,13,1359724, ,6,35860
-83.72525614,32.47253764,1938,Perry,city,GA,13,1360340, ,6,16764
-81.253347,32.10257072,1939,Pooler,city,GA,13,1362104, ,6,23361
-84.6636,33.86694929,1940,Powder Springs,city,GA,13,1362524, ,6,15018
-84.15892216,33.73759434,1941,Redan,Census Designated Place,GA,13,1363952, ,6,34932
-81.316961,31.93380767,1942,Richmond Hill,city,GA,13,1365044, ,6,11640
-84.41035077,33.56369257,1943,Riverdale,city,GA,13,1365464, ,6,15603
-85.16072385,34.24259669,1944,Rome,city,GA,13,1366668, ,6,37065
-84.35124498,34.0391478,1945,Roswell,city,GA,13,1367284, ,7,95769
-81.58049157,30.76252387,1946,St. Marys,city,GA,13,1367984, ,6,18128
-81.382406,31.17742843,1947,St. Simons,Census Designated Place,GA,13,1368040, ,6,13885
-84.37031898,33.93666851,1948,Sandy Springs,city,GA,13,1368516, ,8,103068
-81.09122119,32.07934425,1949,Savannah,city,GA,13,1369000, ,8,148650
-84.26289818,33.79512002,1950,Scottdale,Census Designated Place,GA,13,1369392, ,6,11360
-84.5168065,33.86436245,1951,Smyrna,city,GA,13,1371492, ,7,54222
-83.99584,33.84552894,1952,Snellville,city,GA,13,1371604, ,6,19708
-81.77597781,32.43943733,1953,Statesboro,city,GA,13,1373256, ,6,29798
-84.22973804,33.54137834,1954,Stockbridge,city,GA,13,1373704, ,6,27369
-84.02819475,34.10212019,1955,Sugar Hill,city,GA,13,1374180, ,6,21674
-84.06872383,34.05057828,1956,Suwanee,city,GA,13,1374936, ,6,18508
-83.97823419,30.8398509,1957,Thomasville,city,GA,13,1376224, ,6,19076
-83.52057422,31.46245728,1958,Tifton,city,GA,13,1376476, ,6,16359
-84.22287157,33.85326224,1959,Tucker,Census Designated Place,GA,13,1377652, ,6,28331
-84.5607705,33.58628597,1960,Union City,city,GA,13,1378324, ,6,22264
-83.27924519,30.84932818,1961,Valdosta,city,GA,13,1378800, ,7,55769
-82.40347535,32.21337464,1962,Vidalia,city,GA,13,1379388, ,6,10586
-84.9178354,33.73120495,1963,Villa Rica,city,GA,13,1379528, ,6,15016
-84.46861429,33.86077037,1964,Vinings,Census Designated Place,GA,13,1379612, ,6,11368
-83.58660134,32.60731447,1965,Warner Robins,city,GA,13,1380508, ,7,74473
-82.35791081,31.21094969,1966,Waycross,city,GA,13,1380956, ,6,13916
-80.97335901,32.00462644,1967,Wilmington Island,Census Designated Place,GA,13,1383168, ,6,15990
-83.71992264,33.99229682,1968,Winder,city,GA,13,1383420, ,6,15679
-84.50821,34.09332359,1969,Woodstock,city,GA,13,1384176, ,6,28985
-157.7499938,21.30220556,1970,East Honolulu,Census Designated Place,HI,15,1506290, ,7,52177
-158.0074242,21.31788039,1971,Ewa Beach,Census Designated Place,HI,15,1507450, ,6,15618
-158.0259582,21.33428729,1972,Ewa Gentry,Census Designated Place,HI,15,1507470, ,6,24476
-157.918431,21.37539519,1973,Halawa,Census Designated Place,HI,15,1510000, ,6,14677
-154.9693673,19.58271856,1974,Hawaiian Paradise Park,Census Designated Place,HI,15,1512600, ,6,12401
-155.0791698,19.71786909,1975,Hilo,Census Designated Place,HI,15,1514650, ,6,46280
-156.4600491,20.87113233,1976,Kahului,Census Designated Place,HI,15,1522700, ,6,28745
-155.9919832,19.64105449,1977,Kailua,Census Designated Place,HI,15,1523000, ,6,13123
-157.7344233,21.36931642,1978,Kailua,Census Designated Place,HI,15,1523150, ,6,40327
-155.9780121,19.72214011,1979,Kalaoa,Census Designated Place,HI,15,1525400, ,6,11683
-157.7921085,21.40482635,1980,Kaneohe,Census Designated Place,HI,15,1528250, ,6,36452
-157.75128,21.44555249,1981,Kaneohe Station,Census Designated Place,HI,15,1528400, ,6,10136
-159.319051,22.08113811,1982,Kapaa,Census Designated Place,HI,15,1528850, ,6,11487
-158.0664843,21.3402899,1983,Kapolei,Census Designated Place,HI,15,1530300, ,6,18013
-156.4453025,20.76484149,1984,Kihei,Census Designated Place,HI,15,1536500, ,6,23049
-156.6606786,20.88017868,1985,Lahaina,Census Designated Place,HI,15,1542950, ,6,13033
-158.0812335,21.35900661,1986,Makakilo,Census Designated Place,HI,15,1547600, ,6,20227
-157.9947281,21.47562343,1987,Mililani Mauka,Census Designated Place,HI,15,1551000, ,6,22394
-158.0146441,21.44650682,1988,Mililani Town,Census Designated Place,HI,15,1551050, ,6,28491
-158.1386178,21.38156554,1989,Nanakuli,Census Designated Place,HI,15,1553900, ,6,13525
-158.0289227,21.31430109,1990,Ocean Pointe,Census Designated Place,HI,15,1556685, ,6,13270
-157.954874,21.4055567,1991,Pearl City,Census Designated Place,HI,15,1562600, ,6,49068
-158.031834,21.40526258,1992,Royal Kunia,Census Designated Place,HI,15,1568815, ,6,15113
-158.0617413,21.49359118,1993,Schofield Barracks,Census Designated Place,HI,15,1569050, ,6,17335
-157.8427234,21.33078439,1994,Honolulu,Census Designated Place,HI,15,1571550,State,8,356595
-158.0199757,21.50039098,1995,Wahiawa,Census Designated Place,HI,15,1572650, ,6,18267
-158.175858,21.45683648,1996,Waianae,Census Designated Place,HI,15,1574450, ,6,14627
-156.5090318,20.87831717,1997,Wailuku,Census Designated Place,HI,15,1577450, ,6,16927
-157.9418742,21.38826971,1998,Waimalu,Census Designated Place,HI,15,1577750, ,6,14414
-158.0099627,21.38643011,1999,Waipahu,Census Designated Place,HI,15,1579700, ,6,40553
-157.9965744,21.41433634,2000,Waipio,Census Designated Place,HI,15,1579860, ,6,11905
-74.11264966,40.98212586,2001,Ridgewood,village,NJ,34,3463000, ,6,25741
-74.27536894,41.10631805,2002,Ringwood,borough,NJ,34,3463150, ,6,12403
-74.03886193,40.92682943,2003,River Edge,borough,NJ,34,3463360, ,6,11957
-74.29394883,40.33952779,2004,Robertsville,Census Designated Place,NJ,34,3463900, ,6,11438
-74.25992573,40.65270609,2005,Roselle,borough,NJ,34,3464620, ,6,21920
-74.26671235,40.66526017,2006,Roselle Park,borough,NJ,34,3464650, ,6,13774
-74.10591007,40.82067703,2007,Rutherford,borough,NJ,34,3465280, ,6,18925
-74.35860089,40.46710096,2008,Sayreville,borough,NJ,34,3465790, ,6,44615
-74.06501667,40.78091196,2009,Secaucus,town,NJ,34,3466570, ,6,17374
-74.32770993,40.73891963,2010,Short Hills,Census Designated Place,NJ,34,3467320, ,6,13673
-74.50098565,40.50824345,2011,Somerset,Census Designated Place,NJ,34,3468370, ,6,22926
-74.60471933,39.32022839,2012,Somers Point,city,NJ,34,3468430, ,6,10555
-74.6092746,40.56961952,2013,Somerville,borough,NJ,34,3468460, ,6,12506
-74.41511383,40.57465391,2014,South Plainfield,borough,NJ,34,3469390, ,6,24402
-74.37820467,40.44508724,2015,South River,borough,NJ,34,3469420, ,6,16058
-74.97227973,39.87687827,2016,Springdale,Census Designated Place,NJ,34,3469900, ,6,14655
-74.36483884,40.71543069,2017,Summit,city,NJ,34,3471430, ,6,22896
-73.95651131,40.9189035,2018,Tenafly,borough,NJ,34,3472420, ,6,15411
-74.09486398,40.27059532,2019,Tinton Falls,borough,NJ,34,3473020, ,6,18586
-74.19265028,39.95396753,2020,Toms River,Census Designated Place,NJ,34,3473110, ,7,89452
-74.22156834,40.90390641,2021,Totowa,borough,NJ,34,3473140, ,6,11196
-74.76399433,40.22372835,2022,Trenton,city,NJ,34,3474000,State,7,86093
-74.03806525,40.76048656,2023,Union City,city,NJ,34,3474630, ,7,70835
-74.20175596,40.8426837,2024,Upper Montclair,Census Designated Place,NJ,34,3475020, ,6,11711
-74.48297899,39.33811791,2025,Ventnor City,city,NJ,34,3475620, ,6,10741
-75.02608394,39.48451645,2026,Vineland,city,NJ,34,3476070, ,7,61844
-74.1081855,40.85049869,2027,Wallington,borough,NJ,34,3476490, ,6,11533
-74.287482,41.04037884,2028,Wanaque,borough,NJ,34,3476730, ,6,11992
-74.3462755,40.64889795,2029,Westfield,town,NJ,34,3479040, ,6,31736
-74.29429872,40.23235902,2030,West Freehold,Census Designated Place,NJ,34,3479100, ,6,13785
-74.01208241,40.78691258,2031,West New York,town,NJ,34,3479610, ,7,54012
-74.03078752,40.98785706,2032,Westwood,borough,NJ,34,3480270, ,6,11494
-74.97861906,39.68736006,2033,Williamstown,Census Designated Place,NJ,34,3481380, ,6,15771
-74.28539469,40.5550499,2034,Woodbridge,Census Designated Place,NJ,34,3481950, ,6,19625
-74.19468025,40.89039055,2035,Woodland Park,borough,NJ,34,3482423, ,6,12295
-105.9424828,32.89898125,2036,Alamogordo,city,NM,35,3501780, ,6,29066
-106.6494323,35.09326132,2037,Albuquerque,city,NM,35,3502000, ,9,567516
-104.4024091,32.83831203,2038,Artesia,city,NM,35,3505220, ,6,12495
-104.2384827,32.40640592,2039,Carlsbad,city,NM,35,3512150, ,6,28505
-106.4058879,32.04423421,2040,Chaparral,Census Designated Place,NM,35,3514250, ,6,15687
-103.198594,34.40762613,2041,Clovis,city,NM,35,3516420, ,6,40780
-107.756568,32.26846791,2042,Deming,city,NM,35,3520270, ,6,14448
-106.0672261,36.00399612,2043,Espanola,city,NM,35,3525170, ,5,9998
-108.2030687,36.72939506,2044,Farmington,city,NM,35,3525800, ,6,44126
-108.7473495,35.51775681,2045,Gallup,city,NM,35,3528460, ,6,22213
-103.1275958,32.71153764,2046,Hobbs,city,NM,35,3532520, ,6,37913
-106.7770981,32.30297724,2047,Las Cruces,city,NM,35,3539380, ,8,100693
-105.2198315,35.59457998,2048,Las Vegas,city,NM,35,3539940, ,6,13986
-106.286103,35.89262501,2049,Los Alamos,Census Designated Place,NM,35,3542320, ,6,11793
-106.7711235,34.80818365,2050,Los Lunas,village,NM,35,3543370, ,6,15995
-103.3504188,32.94562435,2051,Lovington,city,NM,35,3544490, ,6,12371
-106.6223345,35.14345549,2052,North Valley,Census Designated Place,NM,35,3552750, ,6,11628
-103.3373103,34.18479396,2053,Portales,city,NM,35,3559260, ,6,11843
-106.6575667,35.24393161,2054,Rio Rancho,city,NM,35,3563460, ,7,96013
-104.5293654,33.37292224,2055,Roswell,city,NM,35,3564930, ,6,48572
-105.9468303,35.68134199,2056,Santa Fe,city,NM,35,3570500,State,7,71526
-108.269854,32.77825854,2057,Silver City,town,NM,35,3573260, ,6,10172
-106.6820398,35.00896301,2058,South Valley,Census Designated Place,NM,35,3574520, ,6,41401
-106.5623843,31.79748052,2059,Sunland Park,city,NM,35,3575640, ,6,17393
-73.75587424,42.65163211,2060,Albany,city,NY,36,3601000,State,8,100742
-74.19059756,42.9419662,2061,Amsterdam,city,NY,36,3602066, ,6,18904
-76.56847878,42.93382675,2062,Auburn,city,NY,36,3603078, ,6,27650
-73.32758055,40.6968756,2063,Babylon,village,NY,36,3603408, ,6,12180
-73.61040961,40.66359012,2064,Baldwin,Census Designated Place,NY,36,3604143, ,6,24591
-78.18024018,42.99869951,2065,Batavia,city,NY,36,3604715, ,6,15201
-73.25098487,40.732361,2066,Bay Shore,Census Designated Place,NY,36,3604935, ,6,27297
-73.96543959,41.50358464,2067,Beacon,city,NY,36,3605100, ,6,16017
-87.04890414,35.62073755,2068,Columbia,city,TN,47,4716540, ,6,38345
-73.52984267,40.66189067,2069,Bellmore,Census Designated Place,NY,36,3605738, ,6,16381
-73.48553739,40.74952757,2070,Bethpage,Census Designated Place,NY,36,3606387, ,6,16681
-75.90924131,42.1013969,2071,Binghamton,city,NY,36,3606607, ,6,46464
-73.12707746,40.77168662,2072,Bohemia,Census Designated Place,NY,36,3607157, ,6,10222
-73.252198,40.78622697,2073,Brentwood,Census Designated Place,NY,36,3608026, ,7,61605
-77.58346937,43.11743132,2074,Brighton,Census Designated Place,NY,36,3608257, ,6,37294
-78.87787622,42.88723738,2075,Buffalo,city,NY,36,3611000, ,8,260428
-77.28053716,42.88850316,2076,Canandaigua,city,NY,36,3612144, ,6,10513
-73.08078724,40.86957671,2077,Centereach,Census Designated Place,NY,36,3613376, ,6,32277
-73.19447378,40.78376165,2078,Central Islip,Census Designated Place,NY,36,3613552, ,6,34919
